sequence,visible_label,title,entry_state,reader_promise,protagonist_goal,action,resistance_or_cost,turn_or_reveal,paid_reward,state_change_axis,state_change,ending_hook,closed_loops,opened_loops,arc_candidate,confidence
"75","75화","법보다 주먹(완전판)! 75화","계두철이 장칠수를 다시 때리려는 순간 헌병·군검찰 지프가 도착한다.","폐쇄 군대의 폭력을 수갑·징역·전역이라는 장기 결산으로 쓸어낸다.","가해자와 배후를 처벌하고 군 복무·사시를 완주한다.","상처를 공개해 사진과 진술서를 남기고 추가 종이를 요구해 박명호 중사까지 적은 뒤 보급병으로 복무한다.","동철도 지휘체계 위반 5일 휴가 제한과 물자 정리 영창 두 번으로 동기보다 20일 늦게 전역한다.","나송우·계두철·송병철·박명호가 긴급구속돼 2년째 복역하고 장칠수는 무사 전역한다.","가혹행위 중대가 정리되고 동철은 군 휴가 중 사시 2·3차를 통과해 최연소 합격자가 된다.","지위","피해 신병 동철이 최연소 사시 합격자이자 전역하는 박동철 병장으로 비약한다.","서울대 졸업·연수원·검사 임용과 은희·정소연 관계가 다음 단계로 넘어간다.","군 가혹행위 처벌; 장칠수 생존; 군 복무","연수원 성적; 검사 임용; 연애 경쟁","남한산성의 가해자와 최연소 합격","high"
"76","76화","법보다 주먹(완전판)! 76화","사시 합격자 동철이 군을 제대하며 은희와 정소연 사이 연락을 받는다.","군 복무·대학·연수원을 시간 점프로 압축해 검사 직전까지 밀어 올린다.","서울대 졸업과 연수원 수석을 거쳐 검사 선택을 확정한다.","두 여성의 신경전에 휘말린 채 제대하고 3년 뒤 연수원 최상위 성적의 졸업 예정자로 호텔 카페에 앉는다.","연수원 성적만큼이나 은희·정소연의 경쟁이 동철에게 관계 비용을 부과한다.","지식을 담는 뇌 덕에 놀면서도 최상위가 가능하고 한 달 뒤 검사 임용이 확정된다.","동철은 군인·학생 신분을 끝내고 국가 공권력의 문턱에 선다.","지위","최연소 사시 합격자가 사법연수원 수석 졸업 예정자·예비 검사로 바뀐다.","호텔에 은희가 오고 명득이 경계 연락을 보내는 관계 소동이 열린다.","군 제대; 대학·연수원 수료","검사 발령; 은희·정소연 결혼 경쟁","3년 점프와 연수원 수석","high"
"77","77화","법보다 주먹(완전판)! 77화","명득은 호텔로 오는 은희를 알려 정소연과 마주칠 상황을 관리한다.","전교 꼴등이 끝내 검사가 되는 장기 약속을 공식 발령으로 결산한다.","첫 출근을 무사히 하고 검사로 정의를 실현한다.","은희·정소연 해프닝을 넘긴 뒤 서울중부지검 형사8과 평검사 발령을 받아 명득과 출근한다.","재벌 사건의 솜방망이 판결과 정권 변화, 검찰 조직 규칙이 이상과 충돌한다.","경위가 된 명득이 같은 청사 파트너가 되고 동철은 연수원 수석으로 검사직을 자청했다.","박동철은 스물일곱에 대한민국 검사가 되어 검찰청 앞에 선다.","지위","고교 폭군·조폭 예정자에서 서울중부지검 평검사로 인생 축이 완전히 뒤집힌다.","청사 앞에서 두 여성을 납치범에게 쫓기는 피해자로 오해해 첫 사건에 뛰어든다.","검사 임용","첫 출근 실수; 재벌 수사; 명득 공조","꼴통 박동철 검사 되다","high"
"78","78화","법보다 주먹(완전판)! 78화","검사 첫날 동철은 세 남자가 두 여성을 납치한다고 오해한다.","공권력 뽕에 취한 성급함을 즉시 망신과 교훈으로 되갚는다.","오해를 풀고 임명식에 늦지 않게 도착한다.","남자들을 막아섰다가 잠복 수사 방해로 파출소에 가 신분을 밝히고 경찰차 지원을 받는다.","범죄자 검거를 방해하고 첫 출근 지각·공무집행방해 신고라는 치명적 체면 비용을 낸다.","두 여성과 남자들은 피해자·납치범이 아니라 수사팀 관계자였음이 드러난다.","경찰은 신입 검사임을 확인하고 ‘영감님’이라 모시며 사이렌으로 청사까지 데려간다.","지위","검사 권위가 첫날부터 오판으로 흔들리지만 경찰의 공식 신분 확인으로 다시 세워진다.","사이렌 소리에 검사실 전체가 뒤집힐 첫 출근 결산이 다가온다.","납치 오해 해소","임명식 지각; 부장검사 질책","경찰차 타고 간 첫 출근","high"
"79","79화","법보다 주먹(완전판)! 79화","동철은 경찰차 사이렌을 울리며 검찰청 임명식에 가까스로 도착한다.","망신 뒤 임명장·고급차 세 대라는 지위 보상을 주고 곧 묵직한 사건을 건다.","검사 임명 절차를 마치고 첫 배당 사건을 선택한다.","전경을 지나 뛰어 임명장을 받고 지검장과 악수한 뒤 부장실에서 촉법소년 총기 사망 뉴스를 본다.","부장·선배에게 꼴통 인상을 남기고 재벌가에서 준 차들과 검소한 마티즈 사이 이해충돌도 생긴다.","총에 맞은 베트남 귀화 여성 앙티아 사건이 단순 오발치고 부자연스럽다고 동철의 촉을 건드린다.","동철은 공식 검사 권한과 사무실, 첫 수사 후보를 얻는다.","지위","박동철은 임명장을 받은 형사8과 검사이자 세 대의 차를 가진 평검사가 된다.","촉법소년 이충모가 정말 엄마를 쐈는지 재수사할 결심이 선다.","검사 임명식","앙티아 사망 진실; 첫 사건 평판","세 대의 차와 수상한 산탄총","high"
"80","80화","법보다 주먹(완전판)! 80화","부장과 추어탕을 먹고 돌아오던 동철은 청사 앞 베트남인 민원인을 본다.","외면받던 유족의 말을 신입 검사가 직접 듣고 공식 재수사로 바꾼다.","이충모의 무죄 주장과 경찰 수사 허점을 확인한다.","앙티아의 친척을 민원실로 안내하고 명득을 조사관으로 붙여 경찰 기록·화약 반응·진술을 검토한다.","이충모 옷소매 화약 반응과 본인의 장난감 총 오발 자백 때문에 사건은 이미 종결 분위기다.","경찰은 총기 관리 책임을 피하려 서둘러 처리했고 언론 의혹 때문에 검찰이 떠밀려 수사하게 됐음이 드러난다.","유족은 검사를 만나고 동철은 첫 사건을 단순 민원 아닌 살인 가능성으로 받아든다.","관계","동철·명득이 검사와 조사관으로 처음 공식 사건팀을 이룬다.","기록상 증거가 전부 충모를 가리키는 상황에서 다른 범인을 찾아야 한다.","유족 민원 접수","총기 살인 재수사; 충모의 결백","첫 배당, 앙티아 총기 사망","high"
"81","81화","법보다 주먹(완전판)! 81화","유족은 앙티아 남편 조득출을 의심하지만 물증은 없다.","촉에 기대되 무고한 사람을 만들지 않는 증거 원칙을 첫 검사 사건에서 세운다.","충모를 직접 만나 총 발사 능력과 진술 신빙성을 확인한다.","산탄총을 들게 해 무게·반동을 시험하고 아이와 편하게 대화한 뒤 총을 반납한다.","심증대로 남편을 몰면 한 명의 무고한 시민을 범죄자로 만들 수 있다.","열 살 충모가 무거운 총을 겨누기 어렵고 ‘장난감인 줄 알았다’는 말에는 어른의 조작 가능성이 있음을 확인한다.","충모는 검사의 공포를 벗어나 웃고 동철은 친족 살인 동기를 새로 좁힌다.","관계","동철은 충모를 피의자가 아니라 보호해야 할 아이로 대한다.","부장검사가 멍 때린다며 들이닥쳐 수사 연장 근거를 요구한다.","충모 신체 검증","조득출 동기와 물증; 총 바꿔치기","무고한 한 명을 만들지 말자","high"
"82","82화","법보다 주먹(완전판)! 82화","부장은 공소권도 없는 사건을 왜 붙드냐 묻지만 동철에게 시간을 준다.","명득의 상실 기억이 보험금 아닌 동기를 떠올리게 하는 감정·수사 연결을 만든다.","조득출이 아내를 죽일 실제 이익을 찾는다.","명득과 삼겹살을 먹으며 부모·유산·가난을 이야기하고 총 바꿔치기 가설을 세운다.","물증이 없고 명득은 어린 시절 아버지의 죽음을 혼자 지켜본 상처를 다시 꺼낸다.","조득출이 새벽 농협중앙회 앞을 서성여 보험 외에 곧 받을 돈이 있음을 암시한다.","동철은 동기를 보험금에 한정하지 않고 피해자가 가진 다른 재산으로 수사 범위를 넓힌다.","관계","명득은 처음으로 동철에게 거지 아버지의 죽음과 마지막 인사를 내보인다.","조득출이 가슴을 만지며 농협 앞에서 ‘잠잠해지면’이라 웃는다.","수사 연장 허가","농협의 돈; 명득 가족 상처","농협 앞 조득출의 미소","high"
"83","83화","법보다 주먹(완전판)! 83화","동철은 선악의 저울 연령 규칙을 실험하고 명득에게 총기 복제품을 찾게 한다.","흩어진 생활 단서가 로또라는 범행 동기로 모인다.","조득출의 물증과 앙티아 재산 기록을 찾는다.","총의 동일 모델을 비교하고 수사관들을 탐문에 보내며 유족은 앙티아 연습장을 찾는다.","총 바꿔치기를 직접 증명하기 어렵고 수사팀은 검사의 촉에 회의적이다.","동네 슈퍼 탐문 중 오 수사관이 앙티아가 로또를 샀다는 말을 듣고 범행 동기를 직감한다.","피해자의 연습장과 로또 구매 단서가 검찰로 모이기 시작한다.","돈","사건의 숨은 축이 보험이 아니라 최대 수백억의 로또 당첨권으로 전환된다.","오 수사관이 동철에게 로또 단서를 긴급 보고한다.","총 모델 확인","당첨번호 기록; 로또 영수증 위치","구멍가게 로또 단서","high"
"84","84화","법보다 주먹(완전판)! 84화","유족은 앙티아가 번호를 빼곡히 쓴 연습장을 동철에게 건넨다.","수치와 날짜를 맞춰 살인의 경제적 동기를 선명하게 복원한다.","당첨권·구매 시점·조득출 행동을 연결한다.","연습장 번호와 당첨 회차를 대조해 1등 150억 당첨 가능성을 확인하고 농협 수령 시점을 계산한다.","영수증은 사라졌고 조득출이 가진지 아직 압수할 법적 근거가 없다.","조득출이 당첨금 수령을 기다리느라 농협을 서성이고 사건이 잠잠해지길 기다린다는 가설이 굳어진다.","수사팀은 남편이 아내를 죽일 150억짜리 동기를 잡는다.","돈","앙티아의 평범한 로또가 150억 상속·살인 동기로 재정의된다.","동철 가족의 누나 맞선 소동과 함께 조득출 감시전이 시작된다.","로또 동기 확인","당첨권 물증; 조득출 자백","150억짜리 연습장","high"
"85","85화","법보다 주먹(완전판)! 85화","조득출은 사흘마다 농협 앞을 확인하고 명득 정보망이 그를 감시한다.","공식 수사의 한계가 사적 공작으로 넘어갈 도덕적 문턱을 만든다.","물증 없는 조득출을 스스로 실수하게 만든다.","부장에게 방송 공개 쇼를 제안했다 거절당하고 강간 피해자 강솔미 조사도 맡는다.","정황만으로 체포할 수 없고 다른 사건을 병행해야 해 수사 집중력이 분산된다.","현재 피해자로 온 강솔미가 사실 전생 동거인이자 미인계 공갈 파트너였음이 동철 기억에서 되살아난다.","동철은 법으로 안 되면 주먹이라는 결심을 다시 하며 조득출의 욕망을 건드릴 계획을 준비한다.","관계","강솔미는 낯선 피해자에서 동철의 어두운 전생을 아는 위험한 연결점으로 부상한다.","강간 사건 진술이 과거 꽃뱀 공갈 기억을 통째로 불러낸다.","농협 감시","조득출 공작; 강솔미 사건 진위","수사실에 돌아온 강솔미","high"
"86","86화","법보다 주먹(완전판)! 86화","동철은 전생 강솔미와 모텔 미인계로 돈을 뜯던 기억에 빠진다.","과거 범죄 수법을 현재 법률 지식으로 재평가하며 주인공의 그림자를 보존한다.","현재 강솔미 강간 고소의 법적 구성과 진실을 판단한다.","전생 호텔 공갈 장면을 되짚고 현재 진술을 준강간 요건에 맞춰 검토한다.","몸은 솔미를 기억하고 전생 공범 죄책감이 객관적 수사를 흔든다.","강솔미가 성적 매력과 연기를 무기로 상대를 조종하는 방식이 현재 사건에도 반복될 가능성이 드러난다.","동철은 법률 용어가 일반인을 막는 권력임을 깨닫고 피해자 접근성을 고민한다.","능력","전생 조폭 경험이 꽃뱀 수법을 식별하는 수사 지식으로 전환된다.","현재 사건이 실제 준강간인지 강솔미 공갈인지 다음 조사로 넘어간다.","전생 솔미 기억 복원","오찬수 사건; 솔미의 현 파트너","과거 꽃뱀을 조사하는 검사","high"
"87","87화","법보다 주먹(완전판)! 87화","동철은 강간죄의 파괴력을 인정하면서도 강솔미를 미래 가해자로 경계한다.","돈 많은 피의자와 영리한 꽃뱀이 공권력을 사이에 두고 맞붙는 판을 보여준다.","오찬수를 정당하게 기소하되 솔미의 공갈망도 추적한다.","오찬수 구치소 사정과 솔미 측 합의 협상을 지켜보고 사무관에게 사건 진행을 맡긴다.","오찬수 부모의 특권과 강솔미가 여론·시민단체까지 계산하는 조작이 동시에 법을 흔든다.","강솔미는 새 남자를 도구로 삼아 3억 합의를 노리고 술집 여성에 대한 편견을 역이용한다.","오찬수는 합의를 거부하던 태도에서 여론 압박으로 돈을 낼 수밖에 없는 처지가 된다.","돈","형사 사건이 강솔미에게 3억을 지급할 공갈성 합의 판으로 변한다.","동철은 솔미가 결국 합의할 것을 확신하고 그녀 배후를 찾기로 한다.","오찬수 기소 방향","3억 합의; 솔미 내사","공권력을 쓰는 악녀","high"
