sequence,visible_label,arc_id,arc_phase,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,ribbon_rationale,source_lines
257,257,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,7,7,6,0.23,0.27,0.27,0.10,0.13,"중소기업 보험료를 대신 내는 대가로 보험금 60퍼센트를 받는 구조를 깔고, 정태섭에게 3년·환율 60퍼센트 상승·원금 열 배 보상·월 3퍼센트라는 KIKO 조건을 몰아붙인다. 출시 약속 뒤 한 팀장이 자신을 벌레 보듯 한 부행장을 기억하는 마지막 감정이 금융 설계에 사적인 응징 맛을 붙인다.",L45727~L45913
258,258,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,6,6,7,0.31,0.17,0.19,0.11,0.22,"15조 원 청구권과 대선 중립, 오바마 연결선을 한 판에 배치한다. 지금 받을 돈과 다음 정권에서 지킬 위치를 함께 설계해 단기 수확이 정치보험으로 이어진다.",L45914~L46075
259,259,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,8,8,8,0.23,0.34,0.16,0.13,0.14,"전국·북한 사투리, 4개 외국어 통역, CCTV 방범이 가능한 픽시의 즉시 출시상태를 먼저 확인한다. 래더 2위·프로 승률 50% 스타크 AI가 용산 1경기를 이긴 뒤 2경기 프로의 덫에 걸려 승률 20%로 떨어져, 제품 지급과 공개검증 위기가 한 회차 안에서 교대한다.",L46076~L46253
260,260,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,6,6,8,0.34,0.17,0.16,0.08,0.25,모럴해저드 자료에서 리먼을 다음 붕괴점으로 특정하고 46조 원 펀드를 옮긴다. 위험을 설명한 직후 실제 자금이 이동해 예측이 방어행동으로 바뀐다.,L46254~L46423
261,261,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,8,7,8,0.24,0.28,0.24,0.13,0.11,HSBC와 뉴센추리의 이상신호를 확인하고 김태중에게 그룹을 위임받은 뒤 곧장 워싱턴으로 향한다. 가족의 권한 이양을 축하할 틈 없이 미국 금융위기 현장으로 속도를 높인다.,L46424~L46598
262,262화,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,8,6,7,0.31,0.28,0.20,0.10,0.11,연준의 책임을 정면으로 박고 작은 회사 대신 보험사를 내놓으라고 요구한다. 원인 논증이 끝나자 보상 규모를 키우는 협상공세가 바로 이어진다.,L46599~L46766
263,263,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,4,7,6,0.25,0.19,0.29,0.08,0.19,"스티브에게 UFO형 애플 신사옥과 태우·카이 전기차의 UI·OS·디자인·구독 결합을 제시해 애플카 구두합의를 만든다. 정식 사옥 수주는 남긴 채 아마존 자동화 시설로 이동하고, 제프리가 완성을 선언하는 마지막 화면이 다음 산업 현장을 선명하게 바꾼다.",L46767~L46931
264,264,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,7,7,9,0.32,0.22,0.20,0.12,0.14,"아마존 창고가 인건비 30%를 줄였지만 설비보다 인건비가 아직 싸다는 한계를 확인한다. 뒤이어 CITI 2만 명 감원·최소 600억 달러 손실·부실자산 매각 연락과 1년 뒤 리먼 파산설이 쌓여, 자동화 점검보다 금융 수확기의 숫자가 후반을 압도한다.",L46932~L47106
265,265,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,7,7,8,0.24,0.25,0.26,0.13,0.12,다이먼이 겪은 과거 굴욕과 AIZ의 보험노출이 미국 정부의 구조요청으로 뒤집힌다. 밀려났던 금융가가 국가가 찾는 협상통로가 되며 오래 묵은 감정이 실무권으로 돌아온다.,L47107~L47279
266,266,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,9,6,8,0.26,0.34,0.22,0.09,0.09,연준 모욕에 실제 퇴장하고 주당 4달러를 고수해 협상 행동과 압박이 최고조에 가깝다.,L47280~L47441
267,267,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,9,9,8,0.18,0.33,0.20,0.12,0.17,AIZ 70%와 CITI 왕좌를 관철해 다이먼의 복수·지분·정부지원이 한꺼번에 폭발한다.,L47442~L47596
268,268화,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,6,8,6,0.19,0.22,0.30,0.15,0.14,"다이먼 치료·충성과 박만덕 승진, SAVE 정체 공개가 사람과 조직의 지위를 재편한다.",L47597~L47759
269,269화,DCA-N25C,N25C·서브프라임 경고·KIKO 보험과 AIZ·CITI 수확,5,8,7,0.19,0.18,0.33,0.17,0.13,"AIZ·SAVE·태우증권 합병이 끝난 뒤 공항 환대와 SAVE 실소유주 공개를 거쳐 김태중에게 미국 최대 보험사의 안정 결과를 보여 준다. 조손 갈등은 수용으로 돌아서고, 태우·SAVE 현금을 쓰지 않고 부채를 온전히 떠안지 않는 조건의 GM·포드 검토만 열리므로 보상은 AIZ 합병·공개·가족 승인에 둔다.",L47760~L47922
270,270,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,6,6,7,0.30,0.24,0.23,0.08,0.15,리먼 6000억 달러 위험과 25조 우량여신 교환을 놓고 국가은행과 새 협상을 연다.,L47923~L48088
271,271화,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,7,6,7,0.17,0.20,0.31,0.22,0.10,김태중 은퇴와 전 사장단 추천을 거부하지 못해 가족·조직 관계와 책임 감정이 무겁다.,L48089~L48270
272,272,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,6,9,6,0.16,0.23,0.31,0.16,0.14,"정식 회장 취임과 박만덕·한정훈 승진, 김태중의 자리 이양이 관계·지위 봉우리다.",L48271~L48457
273,273,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,3,8,6,0.14,0.13,0.34,0.29,0.10,회귀 전 배고픔의 라면을 강 대위·한정훈과 나눠 먹어 동료애와 치유 감정에 오래 머문다.,L48458~L48644
274,274,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,6,7,8,0.27,0.21,0.24,0.10,0.18,DHL 도로망·오바마 면담·천민정 자율주행 실증을 묶어 정보와 동맹 관계가 확장된다.,L48645~L48809
275,275,DCA-N27,N27·리먼 보험증서 거래와 회장 승계,8,8,8,0.27,0.28,0.23,0.09,0.13,대통령에게 제2 IMF를 경고해 리먼을 막고 금융허브 허가 거래까지 끌어내 협상 밀도가 높다.,L48810~L48978
276,276,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,5,7,8,0.33,0.18,0.22,0.08,0.19,"CITI·핀테크 이전과 비트코인 거래소, 데이비드 배치를 한꺼번에 설계한다. 돈이 흐를 장소와 이를 움직일 사람을 함께 정해 미국 금융거점이 조직도로 구체화된다.",L48979~L49144
277,277,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,6,8,8,0.25,0.25,0.31,0.09,0.10,오바마의 신뢰와 금융사 12곳 서명을 이틀 만에 얻어 외교 관계 보상이 크게 오른다.,L49145~L49297
278,278화,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,5,8,7,0.27,0.18,0.31,0.10,0.14,투자관을 맞춘 끝에 버핏의 한국 지점과 후속 인맥을 얻는다. 숫자 흥정보다 서로 장기투자자를 알아보는 대화가 다음 거래를 여는 보상으로 남는다.,L49298~L49458
279,279화,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,8,7,8,0.31,0.24,0.21,0.10,0.14,"정치권 여론을 맞추는 사이 리먼 파산, 환율 급등, 15조 원 KIKO가 동시에 현실이 된다. 준비하던 숫자들이 같은 날 사건으로 터져 금융타워가 어느 불부터 끌지 선택해야 한다.",L49459~L49610
280,280,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,7,9,7,0.18,0.26,0.22,0.16,0.18,"금융허브 발표 무대에서 퀀텀·CITI·버크셔 대표를 차례로 공개하고 버핏이 한국 지점과 태우 계열 투자까지 직접 선언한다. 여야 지지와 한전 부지의 조속한 허가 약속은 받았지만, 대통령실장이 공을 청와대와 나누라고 요구해 개발허가 전 정치 대가를 남긴다.",L49611~L49802
281,281,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,5,8,8,0.16,0.18,0.34,0.17,0.15,버핏의 50억 달러 약속과 지반공사 뒤 한정훈의 은행 회동으로 관계·지위가 이어진다.,L49803~L49976
282,282,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,7,6,8,0.30,0.26,0.25,0.08,0.11,5조 원 지급과 환율 전망을 놓고 정태섭·박대훈·노무라의 속내를 번갈아 읽는다. 같은 돈을 두고 각자가 다른 계산을 하는 협상이라 현금보다 표정과 조건이 오래 남는다.,L49977~L50135
283,283,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,8,7,6,0.22,0.31,0.27,0.10,0.10,15조 청구권으로 코코아뱅크 규제 회동을 철회시켜 행동과 권력관계의 역전이 강하다.,L50136~L50295
284,284,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,7,7,7,0.32,0.24,0.22,0.08,0.14,"IIT 완공을 확인한 뒤 미국의 사찰 시인과 400억 달러 통화스와프, 후속 법제를 맞바꾼다. 캠퍼스라는 실물성과가 국가 간 사과와 안전망 계약으로 이어져 협상의 범위를 넓힌다.",L50296~L50455
285,285,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,5,7,8,0.28,0.20,0.23,0.09,0.20,스와프 증액과 콘텐츠 흥행·오스카 로비를 병행해 정보·관계·지위가 고르게 쌓인다.,L50456~L50614
286,286,DCA-N27B,N27B·금융허브·KIKO·통화스와프 국가 방패,5,8,6,0.27,0.21,0.24,0.08,0.20,"500억 달러 통화스와프 성과를 짚은 뒤 최재석과 탄소감축 법안의 여야 거래선, 청년 정치인의 SNS 육성을 맞춘다. 천민정의 ‘리그 오브 챔피언스’ 한·미 베타 승인으로 끝나며 정책 협상에서 게임 실행으로 속도를 가볍게 전환한다.",L50615~L50766
287,287,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,5,6,7,0.31,0.18,0.19,0.10,0.22,오바마 승리·빅3 구제·오스카 규정을 읽고 백선 지분을 노려 정보와 자산 구상이 앞선다.,L50767~L50931
288,288,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,5,8,7,0.27,0.20,0.27,0.08,0.18,오희건과 개발비·우선공급·한경 지분을 교환해 동맹 관계와 원천권리 보상이 크다.,L50932~L51085
289,289,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,6,7,7,0.29,0.22,0.18,0.10,0.21,"코닥 특허, 미국 빅3 여론, 게임 접속자와 해운 불황을 한 회의에서 훑는다. 서로 먼 산업 신호를 빠르게 넘기며 다음 인수·공매도 후보를 고르는 사장단 점검의 박자가 난다.",L51086~L51250
290,290,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,5,7,6,0.26,0.19,0.28,0.09,0.18,추영희가 20년 무이자·부동산·선박 담보 조건을 받아들이고 계약서 작성을 약속받아 관계·물류자산의 씨앗이 생긴다.,L51251~L51425
291,291,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,7,6,8,0.29,0.28,0.25,0.10,0.08,오바마 취임 직후 전 부처 앞에서 빅3 인수 요청과 체질개선을 맞붙여 협상 압력이 높다.,L51426~L51615
292,292,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,5,6,7,0.28,0.21,0.22,0.09,0.20,공유 모빌리티를 설계하고 반한 기사를 일부러 방치한 채 백악관 논쟁을 기다린다. 당장 반박하지 않는 선택이 여론을 더 키워 상대가 스스로 협상장에 들어오게 만든다.,L51616~L51785
293,293,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,9,7,8,0.22,0.34,0.24,0.09,0.11,채권·언론으로 GM 파산 확률을 올리고 UAW 양보를 받아 선파산 후인수를 관철한다.,L51786~L51967
294,294,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,8,8,7,0.20,0.31,0.25,0.10,0.14,줄리아니 생방송에서 태우·핀테크·버크셔 연합을 공개하고 정부·UAW·채권자의 67퍼센트 지분 구조를 실시간 협상으로 묶는다. 여론 확산과 합의가 동시에 달리지만 실제 GM 인수 서명은 다음 날 전이라 다이먼의 400억~500억 달러 계약 준비가 끝을 맡는다.,L51968~L52141
295,295,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,7,8,7,0.25,0.23,0.22,0.16,0.14,GM 승리가 전생 굴욕을 씻는 동시에 독감 검색 폭증이 새 생존 압박을 연다.,L52142~L52302
296,296,DCA-N28,N28·금융위기 GM·OLED·해운·바이오 조건부 인수,5,8,7,0.23,0.18,0.34,0.14,0.11,김정우에게 AI 연구비전을 주고 센트리언과 연결해 인재 관계·감염병 권리가 지급된다.,L52303~L52474
297,297화,DCA-N28B,N28B·아마존 로켓·SpaceX 유통과 우주 실행축,4,6,5,0.24,0.20,0.28,0.09,0.19,베이조스에게 한국 자동화·전기배송을 제안해 유통 동맹과 투자자산을 여는 연결 회차다.,L52475~L52622
298,298화,DCA-N28B,N28B·아마존 로켓·SpaceX 유통과 우주 실행축,4,8,6,0.18,0.16,0.34,0.22,0.10,김태중과 GM 인수를 기뻐하며 전생의 상처를 씻어 가족 관계와 감정 보상이 두드러진다.,L52623~L52803
299,299화,DCA-N28B,N28B·아마존 로켓·SpaceX 유통과 우주 실행축,5,7,6,0.22,0.22,0.22,0.13,0.21,급속충전 계획·청문회 수용·봉 감독 수상이 기술과 문화 지위를 균형 있게 올린다.,L52804~L52960
300,300,DCA-N28B,N28B·아마존 로켓·SpaceX 유통과 우주 실행축,4,6,6,0.27,0.22,0.19,0.08,0.24,아이맥스 지원과 200억 원 e스포츠 상금을 설계해 사업정보와 물질 규모에 머문다.,L52961~L53125
301,301,DCA-N28B,N28B·아마존 로켓·SpaceX 유통과 우주 실행축,6,8,7,0.22,0.28,0.22,0.12,0.16,"리그 오브 챔피언스 스킨 하루 약 10억 원 판매, 스페이스X 네 번째 발사 성공, 타미플루 대량생산·일본 주문이 짧게 연속 지급된다. 바둑 AI 공개전과 전 공장 월 1천만 명분 생산은 아직 앞에 있어 실제 판매·발사·주문과 확대계획을 나눈다.",L53126~L53287
302,302화,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,7,5,7,0.27,0.30,0.22,0.13,0.08,오픈카를 타고 청문회에 출석해 패널자료와 정부 승인문서를 공개한다. 공격받던 제품을 실제 차와 서류로 증명해 말싸움을 현장 시연으로 뒤집는다.,L53288~L53462
303,303,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,9,9,6,0.19,0.35,0.19,0.15,0.12,사퇴 약속 뒤 실제 혼잡도 120% 초과가 생방송 프레임을 깨 행동·환호 보상이 폭발한다.,L53463~L53621
304,304,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,8,7,0.21,0.22,0.30,0.12,0.15,김 의원의 사과와 타미플루 원가공급을 충전소·보조금 약속으로 바꾼다. 체면을 세워 준 대가가 전기차 인프라로 돌아오며 관계역전이 실물정책을 낳는다.,L53622~L53793
305,305,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,6,6,7,0.25,0.24,0.27,0.08,0.16,사천리 두 회장의 LNG 욕심을 읽어 제약공장 매각 의사를 끌어내는 정보·관계 협상이다.,L53794~L53959
306,306,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,6,8,7,0.18,0.26,0.25,0.09,0.22,LNG 지분 조건으로 공장을 넘겨받아 2천만 회분 생산력을 확보하므로 실물 보상이 높다.,L53960~L54117
307,307,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,7,6,0.25,0.22,0.20,0.08,0.25,미국 약값을 보조금·도시 충전 허가와 바꾸고 AI 바이오 가능성을 찾아 정책·자산이 앞선다.,L54118~L54288
308,308,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,6,7,0.28,0.20,0.29,0.08,0.15,"암호학자와 교수진을 김장우의 AI 바이오 팀에 붙이는 연구진 구성 뒤, 최재석에게 충전소 지원을 넘어 경기도 전체를 정책 실험장으로 달라고 요구한다. 전담팀과 충전기 확대 약속은 얻었으나 시범도시 수락은 최남호의 답 앞에서 멈춘다.",L54289~L54453
309,309,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,4,7,7,0.19,0.28,0.27,0.08,0.18,스타박스 충전기를 늘리고 서울시장 공로는 최재석에게 양보한다. 인프라 확장과 정치적 빚을 동시에 쌓아 경기·서울 두 지역의 길을 넓힌다.,L54454~L54614
310,310,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,6,7,0.20,0.21,0.34,0.08,0.17,할 핀니 지원 뒤 산유국 왕족에게 전기차 공동투자를 청해 장기 동맹 관계가 크게 작동한다.,L54615~L54774
311,311,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,8,6,0.28,0.20,0.18,0.08,0.26,"아람코 충전망과 타미플루-M, 로켓 멤버십 조건을 한 자리에서 맞춘 뒤 애플카 완성 보고를 받는다. 서로 먼 사업들이 계약과 완제품으로 동시에 돌아와 장기 준비가 눈앞의 자산이 된다.",L54775~L54938
312,312,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,4,8,8,0.20,0.22,0.21,0.10,0.27,130만 가입자와 아노르 명품 입점으로 적자 유통이 플랫폼 지위를 얻어 물질 보상이 앞선다.,L54939~L55096
313,313,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,7,7,8,0.19,0.35,0.24,0.10,0.12,적자 규모를 흘리고 재벌 회장들에게 직접 경고해 견제자를 물리는 행동·권력관계가 강하다.,L55097~L55276
314,314,DCA-N29,N29·청문회 역공을 타미플루·충전망·로켓·애플카로 지급,5,7,6,0.21,0.26,0.25,0.08,0.20,현재와 충전망을 공유하고 로켓 품목·인력을 늘려 협력 관계와 실행 자산을 굳힌다.,L55277~L55435
