sequence,visible_label,source_lines,note_status,score_status,ribbon_status,boundary_status,next_source_lines,before_note,after_note,retained_scores,retained_ribbon,source_readback,boundary_readback
647,647,L112743~L112917,EDIT,PASS,PASS,PASS,L112918~L113086,"시안의 니켈광산 양도와 200억 달러 지급보증에 합의하고, LME에 마진콜 무기한 유예를 요청한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 인도네시아 니켈광산 양도·200억 달러 보증 합의를 얻는다. LME의 무기한 유예 수락과 실제 소유권 이전은 아직 남는다.","시안이 니켈광산 양도와 200억 달러 지급보증 교환을 받아들이며 전 회차의 제안이 합의로 올라선다. 곧바로 LME에 마진콜 무기한 유예를 요청해 실제 광산 이전과 시간압박의 완성은 남겨 두며, 지급과 새 규제 협상을 분리한다.",T9/R7/H8,0.18/0.26/0.19/0.09/0.28,"시안의 니켈광산 양도와 200억 달러 지급보증에 합의하고, LME에 마진콜 무기한 유예를 요청한다; 지급=인도네시아 니켈광산 양도·200억 달러 보증 합의를 얻는다. LME의 무기한 유예 수락과 실제 소유권 이전은 아직 남는다; 마지막=LME가 무기한 유예를 받아들이고 광산 소유권 이전까지 닫아 투기 롱을 시간압박에 넣을 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
649,649,L113087~L113249,EDIT,PASS,PASS,PASS,L113250~L113408,폴란드·루마니아 방산·원전 협상을 넓히던 중 SVB의 200억 달러 채권매각을 포착한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 폴란드·루마니아 수주선이 확대되고 SVB 위기신호가 금융타워 비상분석 대상으로 올라온다.,"폴란드·루마니아의 방산·원전 수주선을 넓히는 외교 보고 도중 SVB의 200억 달러 채권매각이 포착된다. 기존 사업의 낙관을 끊고 금융타워 비상분석으로 옮겨 가며, 뱅크런 여부와 대응조건이 마지막 프레임을 장악한다.",T7/R5/H8,0.34/0.15/0.18/0.15/0.18,폴란드·루마니아 방산·원전 협상을 넓히던 중 SVB의 200억 달러 채권매각을 포착한다; 지급=폴란드·루마니아 수주선이 확대되고 SVB 위기신호가 금융타워 비상분석 대상으로 올라온다; 마지막=SVB의 200억 달러 채권매각이 실제 뱅크런·유동성위기로 이어지는지 확인하고 어떤 조건으로 대응할 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
652,652,L113564~L113713,EDIT,PASS,PASS,PASS,L113714~L113857,"미 국채를 보유하고 유동성을 책임지는 조건으로 SVB를 받고 400억 달러 원전사업 약속을 얻는다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: SVB 1달러 인수와 예금보호·미 국채 유지, 400억 달러 원전사업 약속을 계약으로 얻는다. 은행 통합·원전사업 집행은 남는다.",미 국채를 그대로 보유하고 유동성을 책임지는 조건으로 SVB를 1달러에 인수하고 예금보호까지 계약한다. 400억 달러 원전사업 약속도 함께 받아 자산·지위 보상이 집중되지만 은행 통합과 원전 수주는 이후 집행으로 분명히 남긴다.,T6/R9/H7,0.18/0.10/0.25/0.09/0.38,"미 국채를 보유하고 유동성을 책임지는 조건으로 SVB를 받고 400억 달러 원전사업 약속을 얻는다; 지급=SVB 1달러 인수와 예금보호·미 국채 유지, 400억 달러 원전사업 약속을 계약으로 얻는다. 은행 통합·원전사업 집행은 남는다; 마지막=SVB 인수계약을 실제 은행 통합으로 실행하고 400억 달러 원전사업 약속을 수주로 바꿀 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
653,653,L113714~L113857,EDIT,PASS,PASS,PASS,L113858~L114028,다이먼에게 SVB와 연쇄은행 통합을 맡기고 김민재가 곡물·에너지 세계전략에서 그의 충성·집행역할을 확인한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 다이먼이 은행통합 책임과 미국 금융망 확대역할을 받아들인다. 실제 통합과 곡물·에너지 지배성과는 아직 전이다.,"다이먼에게 SVB와 연쇄 부실은행 통합을 맡기며 미국 금융망 확대의 책임을 건넨다. 김민재가 곡물·에너지 세계전략에서 그의 충성과 집행력을 되짚는 대화가 길어, 실제 통합 성과 없이 두 사람의 신뢰와 다음 임무만 확인한다.",T4/R5/H6,0.18/0.08/0.36/0.10/0.28,다이먼에게 SVB와 연쇄은행 통합을 맡기고 김민재가 곡물·에너지 세계전략에서 그의 충성·집행역할을 확인한다; 지급=다이먼이 은행통합 책임과 미국 금융망 확대역할을 받아들인다. 실제 통합과 곡물·에너지 지배성과는 아직 전이다; 마지막=다이먼이 부실은행 통합을 실제 완수하고 김민재의 곡물·에너지 전략에 어떤 성과로 보답할 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
654,654,L113858~L114028,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,EDIT_MANAGER_REDTEAM_STAGE,PASS,L114029~L114192,기업농 성과 뒤 태우상사에 직거래·전자상거래 유통개혁을 맡긴다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 직거래·전자상거래 유통개혁안과 조력기업 배치를 확정한다. 전국 유통망 실행·시장통제 성과는 아직 전이다.,"금융타워가 SVB 모든 지분·경영권을 넘겨받고 뱅크런 없이 예치금·주가가 오르며 1면에 새 주인으로 실린다. 이 소유권 결산 뒤 기업농 성과와 직거래·전자상거래 유통개혁을 논의해, 앞쪽의 큰 물질 지급과 뒤쪽 국내 전환을 함께 보존한다.",5/9/6,0.24/0.16/0.12/0.08/0.40,"금융타워가 SVB 모든 지분·경영권을 넘겨받아 인수를 마쳤고 뱅크런 없이 예치금·주가가 상승했으며 1면에 새 주인으로 보도됐음을 확인한다. 뒤이어 기업농 성과를 점검하고 태우상사에 직거래·전자상거래 유통개혁을 맡긴다. | 지급: SVB 모든 지분·경영권 이전 완료, 뱅크런 없음, 예치금 소폭 상승·주가 상승, 금융타워가 새 주인이라는 1면 보도를 얻는다. 기업농 성과와 직거래·전자상거래 개혁안·조력기업 배치도 확정하되 전국 유통망 실행은 남는다.",현재 화 L113858~L114028 안의 표면만 사용
657,657,L114367~L114535,EDIT,PASS,PASS,PASS,L114536~L114701,일본 금융사들과 대규모 엔화차입 규모·금리·담보를 협상하고 미 국채·원유·에너지 자산배분 원칙을 제시한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 일본 금융사들과 엔화차입·자산배분의 기본원칙을 협의한다. 70조 엔 최종계약과 자산매입은 아직 전이다.,"일본 금융사들과 대규모 엔화차입의 규모·금리·담보를 맞추고 미 국채·원유·에너지로 나눌 자산배분 원칙을 제시한다. 70조 엔 최종계약과 실제 매입은 다음 단계라, 거액 자체보다 조건표를 조율하는 시간이 길다.",T7/R5/H7,0.25/0.14/0.14/0.07/0.40,일본 금융사들과 대규모 엔화차입 규모·금리·담보를 협상하고 미 국채·원유·에너지 자산배분 원칙을 제시한다; 지급=일본 금융사들과 엔화차입·자산배분의 기본원칙을 협의한다. 70조 엔 최종계약과 자산매입은 아직 전이다; 마지막=차입 규모·금리·통화를 최종 합의해 실제 엔화자금을 확보하고 자산배분을 집행할 수 있는가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
670,670,L116472~L116638,EDIT,PASS,PASS,PASS,L116639~L116798,로만이 튀르키예에서 지친 프리고진을 만나 서로의 처지를 확인하고 김민재의 조언을 구해 보자고 제안한다. 독자는 인물의 선택과 관계 변화에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 로만이 프리고진과 직접 접촉해 김민재에게 조언을 구할 통로를 제안한다. 비밀연대·지원계약은 아직 전이다.,"로만이 튀르키예에서 지친 프리고진과 마주 앉아 서로의 처지를 확인하는 대화가 회차 대부분을 차지한다. 김민재에게 조언을 구해 보자는 제안까지만 나오고 비밀연대나 지원계약은 없어, 두 남자의 불안과 수락 여부가 강한 관계 훅을 만든다.",T6/R4/H8,0.22/0.15/0.35/0.22/0.06,로만이 튀르키예에서 지친 프리고진을 만나 서로의 처지를 확인하고 김민재의 조언을 구해 보자고 제안한다; 지급=로만이 프리고진과 직접 접촉해 김민재에게 조언을 구할 통로를 제안한다. 비밀연대·지원계약은 아직 전이다; 마지막=프리고진이 로만의 제안을 받아 김민재 통로에 들어오고 어떤 불만·생존조건을 내놓을 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
677,677,L117595~L117765,EDIT,PASS,PASS,PASS,L117766~L117948,천민정의 생성형 AI·영상 기술을 확인하고 오용재를 만나 삼진의 역사를 바꿀 스마트폰 협업 제안을 꺼내기 시작한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 생성형 AI 성과를 확인하고 오용재에게 거절하기 어려운 협업안을 예고한다. AI폰·칩 조건제시와 수락은 아직 전이다.,"천민정의 생성형 AI와 영상 기술을 확인하는 점검 뒤 오용재와의 면담으로 옮겨 간다. 삼진의 역사를 바꿀 거절하기 힘든 스마트폰 협업이라고 운만 띄운 채 AI폰·칩 조건은 말하지 않아, 정보 공개를 아낀 마지막 대화가 가장 큰 궁금증을 남긴다.",T5/R5/H8,0.31/0.12/0.28/0.08/0.21,천민정의 생성형 AI·영상 기술을 확인하고 오용재를 만나 삼진의 역사를 바꿀 스마트폰 협업 제안을 꺼내기 시작한다; 지급=생성형 AI 성과를 확인하고 오용재에게 거절하기 어려운 협업안을 예고한다. AI폰·칩 조건제시와 수락은 아직 전이다; 마지막=김민재가 말한 거절하기 힘든 스마트폰 제안은 무엇이며 오용재가 어떤 조건으로 받아들일 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
685,685,L118957~L119112,EDIT,PASS,PASS,PASS,L119113~L119275,"체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 확인하고, 센트리언 확장을 위해 국내 제약 M&A 대상을 찾게 한다. 독자는 돈·지분·직책의 지급에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 얻고 제약 M&A 탐색을 시작한다. 특정 인수대상·지분협상은 아직 전이다.","체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 확인해 유럽 사업의 실물 보상을 받는다. 곧 센트리언 확장을 위한 국내 제약 M&A 대상을 찾게 하며, 특정 회사나 지분조건은 비워 둔 채 다음 인수전으로 이동한다.",T6/R7/H7,0.19/0.12/0.20/0.05/0.44,"체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 확인하고, 센트리언 확장을 위해 국내 제약 M&A 대상을 찾게 한다; 지급=체코 원전 24조 원 우선협상과 현지 공장·데이터센터 계획을 얻고 제약 M&A 탐색을 시작한다. 특정 인수대상·지분협상은 아직 전이다; 마지막=국내 제약사 가운데 센트리언과 연구·생산을 결합할 인수대상을 찾아 실제 협상에 들어갈 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
691,691,L119911~L120062,EDIT,PASS,PASS,PASS,L120063~L120208,"고체배터리 가격장벽을 넘기 위해 전기차 화재·한파를 뉴스 의제로 설계하고 최재석에게 정책지원과 국민경제당 후계구도를 논의한다. 독자는 사건의 조건과 확인 정보에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 화재·한파 안전성 의제와 고체배터리 정책지원, 최재석의 정치적 협력선을 확보한다.",고체배터리의 가격장벽을 넘기 위해 전기차 화재와 한파를 안전성 뉴스 의제로 설계한다. 최재석에게 정책지원과 국민경제당 후계구도까지 논의하는 후반은 산업 캠페인에 정치 관계의 감정을 얹되 실제 지원정책은 남겨 둔다.,T7/R7/H7,0.28/0.21/0.12/0.25/0.14,"고체배터리 가격장벽을 넘기 위해 전기차 화재·한파를 뉴스 의제로 설계하고 최재석에게 정책지원과 국민경제당 후계구도를 논의한다; 지급=화재·한파 안전성 의제와 고체배터리 정책지원, 최재석의 정치적 협력선을 확보한다; 마지막=안전성 의제와 정부 협력을 실제 고체배터리 지원정책·시장확대로 바꿀 수 있는가?",현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
719,719,L124295~L124452,EDIT,PASS,PASS,PASS,L124453~L124612,바그너·우크라이나가 러시아를 압박하자 동유럽 무기 납기와 미 7함대 부산 배치를 최재석에게 제안한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 동유럽 무기납기 가속과 미 7함대 부산배치안을 청와대 의제로 올린다. 미국 승인·실제 배치는 아직 전이다.,"바그너와 우크라이나가 러시아를 압박하는 상황을 읽고 최재석에게 동유럽 무기 납기 가속과 미 7함대 부산 배치를 제안한다. 두 안이 청와대 의제로 오른 것까지만 확인되며, 백악관 승인과 실제 배치가 없는 상태라 국가급 행동의 문턱에서 끊는다.",T8/R5/H8,0.25/0.26/0.25/0.13/0.11,바그너·우크라이나가 러시아를 압박하자 동유럽 무기 납기와 미 7함대 부산 배치를 최재석에게 제안한다; 지급=동유럽 무기납기 가속과 미 7함대 부산배치안을 청와대 의제로 올린다. 미국 승인·실제 배치는 아직 전이다; 마지막=백악관이 동유럽 무기납기와 미 7함대 부산배치안을 승인하고 실행할 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
722,722,L124803~L124955,EDIT,PASS,PASS,PASS,L124956~L125111,일본의 태우IT 지분 49퍼센트 강제안에 일본 철수를 선언하도록 한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: 태우IT의 일본철수 선언과 서비스축소 준비가 실행된다.,"일본이 태우IT 지분 49퍼센트를 강제하자 협상 숫자를 더 맞추지 않고 일본 철수를 선언하게 한다. 서비스 축소 준비가 즉시 움직여 행동과 감정의 압력이 높지만, 업계·소비자·정권이 치를 비용은 아직 반응 전이라 훅을 과장하지 않는다.",T9/R6/H7,0.14/0.34/0.20/0.21/0.11,일본의 태우IT 지분 49퍼센트 강제안에 일본 철수를 선언하도록 한다; 지급=태우IT의 일본철수 선언과 서비스축소 준비가 실행된다; 마지막=태우IT 철수선언이 일본 업계·소비자·정권에 어떤 실제 비용과 반응을 일으킬 것인가?,현재 화 하드 경계와 다음 화 진입을 수동 대조; 다음 화 최초 고유명·수단·지급을 after_note에 남기지 않음
739,739,L127540~L127739,EDIT_MANAGER_REDTEAM_STAGE,PASS,EDIT_MANAGER_REDTEAM_STAGE,PASS,L127740~L127898,AI 드론·PMC가 하마스 패러글라이더 침투를 막아 대규모 민간인 학살을 저지하고 현장 구조를 수행한다. 독자는 현장 실행에 가장 오래 머문다. 실제 지급은 다음에 한정된다: AI 드론·PMC가 하마스 기습의 대규모 민간인 학살을 저지한다. 일본 총선승리는 이 화의 새 지급이 아니라 진입 배경이다.,"일본 총선 자민당 200석·입헌민주당 162석과 태우건설의 우크라이나 재건진입이 먼저 결산된다. 곧 하마스 기습을 AI 드론·PMC가 막아 이스라엘 남서부 민간인 사망 0명을 만들며, 정치·산업 지급이 전투행동과 관계보호의 큰 봉우리로 급전환한다.",9/9/8,0.16/0.34/0.20/0.22/0.08,"일본 총선에서 자민당 200석·입헌민주당 162석을 확인하고 태우건설은 우크라이나 재건에 들어간다. 이어 하마스 기습을 AI 드론과 PMC가 막아 이스라엘 남서부 민간인 사망 0명을 만들고 이스라엘은 전쟁을 선언한다. | 지급: 일본 총선 자민당 200석·입헌민주당 162석, 태우건설의 우크라이나 재건진입, AI 드론·PMC의 하마스 기습차단과 이스라엘 남서부 민간인 사망 0명을 얻는다. 미국의 비용정산·국제보상은 미지급이다.",현재 화 L127540~L127739 안의 표면만 사용
