sequence,visible_label,arc_id,arc_phase,concrete_event,tension_1_10,reward_1_10,hook_1_10,information_weight,action_weight,relationship_weight,emotion_weight,material_or_status_weight,pacing_note
151,151화,DCA-N15B,N15B·WTC 99년 임차와 9·11 생존·미국 방패,99년 32억 달러 임차를 확정하고 모든 보험을 든 뒤 두 동을 비우는 리모델링과 구조 인력 배치를 지시한다; 리모델링 명목이 입주자 대피와 붕괴 대응 장비 배치를 가능하게 한다; WTC 사용권이 참사 대비 생존 장치로 전환된다,7,6,10,0.27,0.34,0.18,0.10,0.11,"보험, 전면 리모델링, 입주자 비우기와 구조장비 배치를 차례로 점검한다. 세계무역센터의 위험을 아는 독자에게 준비항목 하나하나가 카운트다운처럼 작동한다."
152,152화,DCA-N15B,N15B·WTC 99년 임차와 9·11 생존·미국 방패,9·11 직후 공매도·매도를 금지하고 크레인과 구조 인력을 투입해 붕괴를 통제한다; WTC 내부 사망자가 없고 건물 붕괴도 현장 장비로 통제된다; 대규모 인명 피해를 줄이고 미국의 신뢰와 보험 청구권을 얻는다,9,9,6,0.14,0.39,0.16,0.22,0.09,9·11 직후 크레인·구조대를 투입해 건물 내부 사망을 막고 붕괴를 통제해 행동·생존 감정이 최고점이다.
153,153화,DCA-N15B,N15B·WTC 99년 임차와 9·11 생존·미국 방패,미국 체류 중 식당에서 제임스 힌톤을 만나 연구 협력을 제안하고 조지 슐츠와 자동차 반덤핑 예외를 협상한다; 부시 재선 지원을 대가로 태우가 전쟁에 직접 올라타지 않는 길이 열린다; AI 스승과 미국 자동차시장 방패를 동시에 얻는다,6,8,7,0.26,0.16,0.39,0.05,0.14,토론토대의 제임스 힌톤을 영입한 뒤 미국 식당에서 조지 슐츠와 반덤핑 예외·SAVE 보호를 맞바꾼다. 연구인재 확보와 미국 정치거래가 연속해 김민재의 활동반경을 넓힌다.
154,154화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,아이폰·스마트TV 현황을 보고받고 세이월드 대표를 만나고 싶다고 지시한다; 태우의 다음 확장점이 SNS라는 판단이 서지만 면담은 다음 화로 넘어간다; 모바일 반등을 SNS 사업으로 이을 회사와 대표 면담 대상을 특정한다,5,6,6,0.30,0.17,0.20,0.11,0.22,"김태중과 회장직·결혼을 주고받는 귀국 대화 뒤 백악관 명예시민권, 아이폰 40만 대, TV 디자인과 추석 보너스를 차례로 확인한다. 세이월드는 마지막 다섯 줄에서 면담 후보로만 떠오르므로 실적·지위 지급을 길게 받고 새 사업 질문은 짧게 연다."
155,155화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,서광수와 투자·독립 경영을 논의한 뒤 기획실 보고로 KS의 70억 원 주식 인수와 박동희의 동문 압박을 확인한다; 민재는 세이월드를 되사는 대신 더 강한 서비스를 만들기로 한다; 복수 대상과 계약 약점을 특정하고 독자 SNS 역공을 결정한다,7,5,6,0.31,0.25,0.31,0.09,0.04,70억 원 계약과 박동희 강압을 확인하고 독자 SNS로 계약을 독으로 만들겠다고 선언해 정보·관계·행동이 팽팽하다.
156,156화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,태우IT 100명에게 미니홈피·일촌·배경음악·미래 기능을 나눠 맡기고 재택·안식년 복지를 제시한다; 직원들은 파격 복지와 기능별 책임을 받고 개발에 뛰어든다; SNS 복수전의 개발 조직과 충성 기반을 얻는다,6,6,6,0.24,0.25,0.37,0.06,0.08,태우IT 100명에게 기능과 복지를 나눠 조직을 세우고 다이먼에게 CL카드 임무를 맡긴다. 새 회사의 자리배치가 끝나자 곧바로 금융 인수전의 책임선이 그어진다.
157,157화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,다이먼에게 CL카드 인수를 지시하고 데이비드에게 마크 30% 지분 제안을 맡긴 뒤 오희건과 특허 협상을 시작한다; 삼진이 태우 핵심특허 없이는 수익성 있는 스마트폰을 만들기 어렵다고 인정한다; 카드 인수 임무와 두 기술 협상의 주도권을 얻는다,6,5,7,0.24,0.17,0.43,0.05,0.11,다이먼에게 CL카드 인수를 맡기고 데이비드에게 마크 지분 30퍼센트 제안을 전달하게 한 뒤 오희건과 스마트폰 특허 협상을 시작한다. 지시와 협상판만 열린 회차라 투자·특허 계약을 지급처럼 소비하지 않고 세 상대의 답을 기다린다.
158,158화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,"삼진 스마트폰에 태우 사이트·앱을 기본 탑재하는 조건으로 특허료를 낮추고, 다이먼과 CL카드·외환은행 인수를 검토한 뒤 임재범에게 합작회사와 전액 지원을 제안한다; 경쟁사 단말까지 태우 서비스 배포망으로 만드는 계약 뒤, 카드·은행 인수 조사에서 메신저·금융을 잇는 천재 영입 협상으로 초점이 바뀐다; 삼진 스마트폰 기본 탑재 계약과 CL카드 인수 준비, 임재범과 합작 협상 자리를 얻는다",5,7,7,0.32,0.16,0.29,0.04,0.19,"삼진 스마트폰 기본탑재와 특허료를 조정하고, 다이먼에게 CL카드·외환은행을 검토시킨 뒤 임재범에게 합작을 제안한다. 돈과 회사를 모두 대겠다는 말과 스티브에 빗댄 인정이 임재범의 대답을 붙들어 세 협상 중 마지막 사람의 선택이 오래 남는다."
159,159화,DCA-N16,N16·세이월드 대신 SNS·메신저·숏폼 창업자 계약,외환은행·카드 부실을 조사시키며 임재범에게 코코아톡 합작을 제안하고 서문영에게 지분 20%·계약금 50억 원을 제시한다; 스티브의 설득과 태우 조건이 두 사람의 수락을 끌어낸다; 메신저와 짧은 영상 SNS의 핵심 창업자·기술을 선점한다,5,8,6,0.22,0.17,0.44,0.05,0.12,임재범과 서문영에게 지분과 50억 원을 내밀어 메신저·숏폼 개발을 맡긴다. 아이디어만 있던 서비스가 두 개발자와 소유조건을 얻어 실제 팀으로 출발한다.
160,160화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,박만덕과 이영한에게 CL카드 채권·10조 원대 유동성을 설명하고 대출 차단·채권 압박·부실 발급 가속을 맡긴다; 이영한이 명동 대출·채권 유통을 막고 노숙자·부랑자 명의의 부실카드까지 만들겠다고 불법 수단을 제시한다; 대출 차단·채권 유통 중단·부실 발급을 실행할 명동 공조 약속을 얻는다,7,5,8,0.32,0.30,0.24,0.05,0.09,박만덕과 이영한 앞에서 CL카드 채권과 10조 원대 유동성 구멍을 펼쳐 놓고 대출 차단·채권 유통 중단·부실 발급 가속을 역할별로 나눈다. 명동의 공조 약속은 확보되지만 이영한이 예고한 불법 수단의 실제 충격은 보여 주지 않아 실행 직전의 날을 세운다.
161,161화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,고승택과 2조 원·부채 인수안을 협상하고 김태중을 불러 정부·채권단의 탕감을 끌어낸다; 외환카드 중단까지 겹치자 채권단이 태우 조건을 받아들인다; 업계 1위 카드사 회수 계약과 대규모 부채 탕감을 얻는다,8,7,7,0.23,0.27,0.31,0.06,0.13,현금서비스 중단 뒤 2조 원·부채 조건과 정부 탕감을 협상해 채권단 관계와 인수 행동이 앞선다.
162,162화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,CL카드 인수를 마무리하고 태우증권 자금으로 만기를 막으며 이영한 추심망을 붙인다; 드러난 손실에도 태우 자금과 명동 회수력이 버팀목이 된다; CL카드와 태우카드를 되찾고 경쟁 카드사보다 강한 현금 우위를 세운다,7,7,6,0.27,0.24,0.19,0.05,0.25,CL카드를 인수한 뒤 숨은 부실 2조 원과 카드채 20조 원을 태우증권·추심망으로 버틴다. 인수의 환호보다 장부를 해부하고 자금구멍을 막는 시간이 길어 금융회사를 떠안은 대가를 보여 준다.
163,163화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,불법 대선자금을 거절하고 대표팀·감독·선수와 미리 광고 계약을 맺으며 공식 스폰서 대신 응원단을 만든다; 회귀 지식이 4강 성과의 광고 권리를 싼값에 잠근다; 월드컵 열기를 태우 브랜드로 회수할 독점 계약을 얻는다,5,6,7,0.28,0.20,0.27,0.06,0.19,불법 정치자금은 끊고 대표팀·히딩크·선수 광고권은 미리 잠근다. 돈이 새는 구멍을 막는 조치와 월드컵 브랜드 선점이 같은 계약표에서 대비된다.
164,164화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,이일석의 증언을 감사원·청와대 수사로 연결하고 CES에서 아이패드와 아이폰S 공개를 지켜본다; BIS 6.16 조작이 공식 수사 대상으로 올라 기존 매각판이 흔들린다; 외환은행을 정당하게 인수할 명분과 애플 공동제품의 시장 무대를 얻는다,8,6,6,0.29,0.31,0.22,0.07,0.11,이일석의 BIS 조작 증언이 감사원·청와대 수사로 올라가 론스타 우선매각판을 흔든 뒤 CES의 아이패드·아이폰S 공개를 지켜본다. 외환은행 매각은 아직 깨지거나 재계약되지 않았고 마지막 공동제품이 무대 뒤에 남아 있다.
165,165화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,CES에서 애플·태우 공동 스마트TV를 공개하고 다이먼을 외환은행 경쟁 입찰자처럼 접근시킨다; 주가 반등 속 이수현이 자금과 자문직 제안에 넘어간다; 스마트TV 선도 이미지와 외환은행 내부 협상선을 얻는다,6,7,7,0.18,0.27,0.34,0.05,0.16,CES 공동제품 공개와 이수현 회유를 병행해 발표 행동과 외환은행 내부 관계가 앞선다.
166,166화,DCA-N16B,N16B·CL카드·태우카드·외환은행 회수,론스타의 부적격을 확인하고 다이먼에게 1조5천억 원 제안 계획과 태우 계열사 주거래 지원을 맡긴다; 민재가 은행 인수는 거의 끝났다고 판단하고 스마트TV 판매 20% 상승을 보고받는다; 외환은행 인수 우위와 가전 매출 반등을 얻는다,7,7,6,0.16,0.25,0.22,0.06,0.31,론스타의 부적격과 외환은행 재입찰 가능성을 확인하고 다이먼에게 1조5천억 원 제안과 태우 계열사 주거래 지원을 준비시킨다. 뒤의 애플·태우 TV 판매 반등은 확인되지만 외환은행 계약·소유권은 아직 없어 보상은 인수 우위에 한정된다.
167,167화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,탈락 이력서까지 보름 동안 훑어 A급 다섯 명을 인턴으로 넣고 프로그래밍·알고리즘 S급 천민정을 추적해 술집에서 만난다; 강 대위 조사로 그녀가 집안 생계 때문에 졸업 작품을 대신 만들며 경찰 감시까지 받는 처지임이 드러난다; S급 능력 두 개를 지닌 천민정과 처음 대면한다,7,5,7,0.26,0.29,0.30,0.11,0.04,5만여 지원서를 다시 훑어 A급 다섯 명을 인턴으로 넣고 프로그래밍·알고리즘 두 항목 S급인 천민정을 찾아 술집에서 처음 마주한다. 악수와 대면만 성립했으므로 구조·특채·입사수락은 다음 회차의 관계 과제다.
168,168화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,연봉·복지·법률 보호를 제시하고 강 대위에게 정호영 일가를 감시시킨 뒤 정신수에게 차장검사 승진과 아들 유학을 맞바꿀 거래를 건다; 현 차장검사의 성추문을 지렛대로 중립 파벌 과반 찬성을 만들 수 있다는 황금 동아줄이 제시된다; 천민정을 공격할 검사 부자를 멈출 구체적 협상판을 연다,8,5,7,0.16,0.32,0.34,0.13,0.05,"천민정에게 연봉·복지·법률 보호를 제시하고 강 대위에게 정호영 일가 감시를 맡긴 뒤, 정신수에게 차장검사 승진과 아들 유학을 맞바꿀 거래를 건다. 보호판은 구체화됐지만 상대 수락과 실제 출국은 아직 일어나지 않는다."
169,169화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,정호영을 미국으로 보내게 하고 졸업 작품 사건을 무마한 뒤 동생 학비·부모 병원비를 보장해 입사 승낙을 받으며 비트코인 프로젝트를 설명한다; 비트코인이라는 낯선 개념을 들은 천민정이 경계 대신 호기심을 보이며 꼭 만들겠다고 답한다; 천민정 보호와 특채가 완료되고 암호학자 팀의 공동 개발이 시작된다,5,7,7,0.36,0.19,0.33,0.05,0.07,천민정과 암호학자들에게 채굴·분산장부 구조를 설명하고 극비팀을 시작한다. 낯선 기술설명이 사람과 보안조직을 얻으면서 비트코인 구상이 연구실 안 실제 과제로 내려온다.
170,170화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,분산 장부와 채굴 구조를 설명한 뒤 폴란드전·미국전·포르투갈전에 맞춘 감독·선수 다큐형 광고를 차례로 내보낸다; 한국이 2승1무로 사상 첫 16강에 오르며 히딩크의 문구를 선점한 광고가 매장 줄과 매출 상승을 만든다; 조별리그 광고 계약이 국민적 관심과 태우 계열사 매출로 처음 환전된다,6,8,6,0.17,0.35,0.19,0.19,0.10,"대표팀 승리와 실시간 광고, 붉은 응원단의 함성이 연달아 터진다. 경기 결과와 전국의 거리반응이 한꺼번에 돌아와 앞서 선점한 광고권의 가치를 현장에서 확인한다."
171,171화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,광고비 보너스와 EPL 추천서를 마련하고 비트코인 디버깅 중인 천민정을 SNS·코코아톡 문제 해결에 투입해 성과급을 지급한다; 천민정은 100명이 풀지 못한 호환 문제를 며칠 만에 고치고 가장 큰 성과급을 받을 새 일을 요구한다; 월드컵 4강 광고 효과와 SNS·메신저 개발 단축이라는 구체 성과를 얻는다,5,8,6,0.15,0.18,0.34,0.22,0.11,4강 광고를 결산한 뒤 천민정 부친의 사채를 정리해 준다. 국가적 축제의 소음이 가족 빚을 조용히 없애는 장면으로 가라앉아 회사가 개인의 안전망이 되는 순간을 남긴다.
172,172화,DCA-N17,N17·천민정 보호와 비트코인·AI·SNS 실전배치,천민정을 힌톤 연구에 붙이고 밤샘 통화로 이용자 데이터 기반 맞춤 광고와 댓글 푸시 알림 아이디어를 구체화한다; 천민정은 수집·분석·노출 전 과정을 알고리즘으로 돌리면 된다고 스스로 해법을 제시한다; 개인화 광고와 재방문 알림이라는 두 제품 후보를 얻는다,5,6,6,0.36,0.19,0.32,0.05,0.08,천민정을 힌톤 연구에 붙인 뒤 밤샘 통화로 이용자 데이터 기반 맞춤광고와 댓글 푸시 알림 아이디어를 구체화한다. 두 제품 후보와 협업 관계는 얻었지만 알고리즘 구현·배포·매출은 전혀 지급되지 않았다.
