ordinal,arc_id,start_sequence,end_sequence,source_arc_ids,decision,arc_name,dominant_question,evidence_anchor,boundary_line_evidence,predecessor_payoff,next_first_action,bridge_climax_ownership,ledger_sha256,source_sha256
86,DCA-N47,571,577,DCA-N47,KEEP,마이너스 유가·백신으로 중국·아프리카·EU 개방,"마이너스 유가·백신으로 중국·아프리카·EU 개방의 약속을 EU 1달러 위탁생산 계약과 유럽·아프리카 공급, 향후 정책협력 약속이 성립한다.까지 실제 장면으로 결산하는가?",L99820~L101041,L99820~L101041; predecessor=570화 L99634~L99819: 일본 내각의 방역물자·G7 비반대·20조 엔 자산거래 수락과 센트리언 백신 FDA 승인을 얻는다. 자산 인수 집행은 남는다.; next=571화 L99820~L99993: 한국·FDA 백신 승인을 발표하고 일본에도 물자를 공급한다,570화 L99634~L99819: 일본 내각의 방역물자·G7 비반대·20조 엔 자산거래 수락과 센트리언 백신 FDA 승인을 얻는다. 자산 인수 집행은 남는다.,571화 L99820~L99993: 한국·FDA 백신 승인을 발표하고 일본에도 물자를 공급한다,"577화의 지급 ‘EU 1달러 위탁생산 계약과 유럽·아프리카 공급, 향후 정책협력 약속이 성립한다.’은 DCA-N47 소유다. 끝 훅 ‘양적완화 지원금을 들고 망설이는 개인들을 주식시장으로 밀어 넣을 촉매는 무엇인가?’은 bridge이고 578화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
87,DCA-N48,578,583,DCA-N48,KEEP,베릴·게임스핀 개미군단과 헤지펀드 항복,베릴·게임스핀 개미군단과 헤지펀드 항복의 약속을 헤지펀드가 수백억 달러를 잃고 사과하며 베릴은 300만 구독자의 월가 영웅이 된다.까지 실제 장면으로 결산하는가?,L101042~L102092,"L101042~L102092; predecessor=577화 L100880~L101041: EU 1달러 위탁생산 계약과 유럽·아프리카 공급, 향후 정책협력 약속이 성립한다.; next=578화 L101042~L101213: 유가 감산 뒤 금융선을 정리하고 베릴을 개인투자자 영웅으로 키워 부양금을 증시로 끌어들일 작전을 설계한다.","577화 L100880~L101041: EU 1달러 위탁생산 계약과 유럽·아프리카 공급, 향후 정책협력 약속이 성립한다.",578화 L101042~L101213: 유가 감산 뒤 금융선을 정리하고 베릴을 개인투자자 영웅으로 키워 부양금을 증시로 끌어들일 작전을 설계한다.,583화의 지급 ‘헤지펀드가 수백억 달러를 잃고 사과하며 베릴은 300만 구독자의 월가 영웅이 된다.’은 DCA-N48 소유다. 끝 훅 ‘게임스핀 최종전으로 얻은 베릴의 세계적 금융브랜드를 다음에는 어디에 쓸 것인가?’은 bridge이고 584화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
88,DCA-N49,584,585,DCA-N49,SPLIT,중국팹 4년 유예와 인텔 NAND 75억 달러 인수,중국팹 4년 유예와 인텔 NAND 75억 달러 인수의 약속을 중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다.까지 실제 장면으로 결산하는가?,L102420~L102437,L102420~L102437; predecessor=583화 L101898~L102092: 헤지펀드가 수백억 달러를 잃고 사과하며 베릴은 300만 구독자의 월가 영웅이 된다.; next=584화 L102093~L102272: 미국 칩수출 제한을 인텔 NAND 인수기회로 판단하고 바이든의 중국 팹 유예와 인텔 가격협상을 위해 미국 방문을 정한다.,583화 L101898~L102092: 헤지펀드가 수백억 달러를 잃고 사과하며 베릴은 300만 구독자의 월가 영웅이 된다.,584화 L102093~L102272: 미국 칩수출 제한을 인텔 NAND 인수기회로 판단하고 바이든의 중국 팹 유예와 인텔 가격협상을 위해 미국 방문을 정한다.,585화의 지급 ‘중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다.’은 DCA-N49 소유다. 끝 훅 ‘75억 달러 매입합의를 실제 소유권 이전·통합으로 닫고 NAND를 어떤 성장자산으로 재배치할 것인가?’은 bridge이고 586화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
89,DCA-N49B,586,590,DCA-N49,SPLIT,T 충전표준·AI 데이터센터와 중국 구형장비,T 충전표준·AI 데이터센터와 중국 구형장비의 약속을 중국 보조금으로 산 반도체 장비의 암호화폐 매매·태우 이전이 성립된다.까지 실제 장면으로 결산하는가?,L102420~L102437,L102420~L102437; predecessor=585화 L102273~L102428: 중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다.; next=586화 L102429~L102578: 머스크와 T 충전표준·전기차 동맹의 기본구조를 합의하고 EU·미국·한국 완성차를 설득할 계획을 세운다.,585화 L102273~L102428: 중국 팹 4년 유예와 인텔 NAND 75억 달러 매입합의가 성립된다.,586화 L102429~L102578: 머스크와 T 충전표준·전기차 동맹의 기본구조를 합의하고 EU·미국·한국 완성차를 설득할 계획을 세운다.,590화의 지급 ‘중국 보조금으로 산 반도체 장비의 암호화폐 매매·태우 이전이 성립된다.’은 DCA-N49B 소유다. 끝 훅 ‘암호화폐 매매경로로 중국 보조금 장비를 실제 반출·설치해 해외 팹의 생산설비로 바꿀 수 있는가?’은 bridge이고 591화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
90,DCA-N50,591,595,DCA-N50,SPLIT,GDC·G7+와 최재석 재선·50조 연구투자,GDC·G7+와 최재석 재선·50조 연구투자의 약속을 태우상사 흑자와 치료제 승인을 확인하고 양자·AI 50조 원 이상 투자계획을 확정한다.까지 실제 장면으로 결산하는가?,L104098~L104115,L104098~L104115; predecessor=590화 L103093~L103264: 중국 보조금으로 산 반도체 장비의 암호화폐 매매·태우 이전이 성립된다.; next=591화 L103265~L103426: 최재석 우세와 연기된 G7을 점검하고 EU의 차량용칩 요구를 협상 카드로 삼는다,590화 L103093~L103264: 중국 보조금으로 산 반도체 장비의 암호화폐 매매·태우 이전이 성립된다.,591화 L103265~L103426: 최재석 우세와 연기된 G7을 점검하고 EU의 차량용칩 요구를 협상 카드로 삼는다,595화의 지급 ‘태우상사 흑자와 치료제 승인을 확인하고 양자·AI 50조 원 이상 투자계획을 확정한다.’은 DCA-N50 소유다. 끝 훅 ‘앞으로 1~2년 동안 50조 원 이상을 양자·AI에 실제 집행해 회귀지식 밖 기술의 성과를 만들 수 있는가?’은 bridge이고 596화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
91,DCA-N50B,596,598,DCA-N50,SPLIT,SMA 무료약 여론전과 미 제약협회 말합의,SMA 무료약 여론전과 미 제약협회 말합의의 약속을 미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다.까지 실제 장면으로 결산하는가?,L104098~L104115,L104098~L104115; predecessor=595화 L103928~L104106: 태우상사 흑자와 치료제 승인을 확인하고 양자·AI 50조 원 이상 투자계획을 확정한다.; next=596화 L104107~L104260: 미 제약로비의 특허강탈 위협에 SMA 치료제 무료 공급으로 여론전을 건다,595화 L103928~L104106: 태우상사 흑자와 치료제 승인을 확인하고 양자·AI 50조 원 이상 투자계획을 확정한다.,596화 L104107~L104260: 미 제약로비의 특허강탈 위협에 SMA 치료제 무료 공급으로 여론전을 건다,598화의 지급 ‘미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다.’은 DCA-N50B 소유다. 끝 훅 ‘미국 대선 국면에서 잠정조건을 최종 계약으로 닫고 승자와 패자를 모두 관리할 수 있는가?’은 bridge이고 599화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
92,DCA-N51,599,600,DCA-N51,SPLIT,미국 정권이양과 가이아나 방위 제안,미국 정권이양과 가이아나 방위 제안의 약속을 바이든에게 태우사업 보호·가이아나 100억 달러 대출과 한국산 무기 제안이 공식 전달된다.까지 실제 장면으로 결산하는가?,L104934~L104951,L104934~L104951; predecessor=598화 L104423~L104592: 미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다.; next=599화 L104593~L104768: 바이든의 58대42 승리를 확인하고 트럼프의 분열·폭주를 달랜다,598화 L104423~L104592: 미 제약협회 가입과 해외공장·필수약 생산권의 잠정 조건을 정한다. 정회원·생산권 최종계약은 미국 대선 때까지 미지급이다.,599화 L104593~L104768: 바이든의 58대42 승리를 확인하고 트럼프의 분열·폭주를 달랜다,600화의 지급 ‘바이든에게 태우사업 보호·가이아나 100억 달러 대출과 한국산 무기 제안이 공식 전달된다.’은 DCA-N51 소유다. 끝 훅 ‘바이든에게 제시한 가이아나 방산·100억 달러 금융·태우사업 보호안을 실제 합의로 바꾸고 러우전쟁 정보망을 미리 세울 수 있는가?’은 bridge이고 601화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
93,DCA-N51B,601,603,DCA-N51,SPLIT,AI·극저온 식각·SMR과 메타버스 40% 매각구조,AI·극저온 식각·SMR과 메타버스 40% 매각구조의 약속을 메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다.까지 실제 장면으로 결산하는가?,L104934~L104951;L105439~L105456,L104934~L104951;L105439~L105456; predecessor=600화 L104769~L104942: 바이든에게 태우사업 보호·가이아나 100억 달러 대출과 한국산 무기 제안이 공식 전달된다.; next=601화 L104943~L105101: 천민정의 AI·장비 성과를 확인하고 SMR을 밀며 차량용칩 위기 뒤를 준비한다,600화 L104769~L104942: 바이든에게 태우사업 보호·가이아나 100억 달러 대출과 한국산 무기 제안이 공식 전달된다.,601화 L104943~L105101: 천민정의 AI·장비 성과를 확인하고 SMR을 밀며 차량용칩 위기 뒤를 준비한다,603화의 지급 ‘메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다.’은 DCA-N51B 소유다. 끝 훅 ‘글로벌 IT기업과 지분 40퍼센트 매매·교환계약을 실제 체결하면서 태우 통제권을 지킬 수 있는가?’은 bridge이고 604화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
94,DCA-N51C,604,605,DCA-N51,SPLIT,북한 해킹방어와 몽골 석탄 증산·비축,북한 해킹방어와 몽골 석탄 증산·비축의 약속을 AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다.까지 실제 장면으로 결산하는가?,L105439~L105456;L105762~L105779,L105439~L105456;L105762~L105779; predecessor=603화 L105273~L105447: 메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다.; next=604화 L105448~L105609: 암호화폐 거품 단속을 준비하던 중 북한의 센트리언 핵심표적 해킹을 포착한다,603화 L105273~L105447: 메타버스 지분 40퍼센트 매각구조와 태우 통제권 유지조건을 정한다. 매매계약·대금 유입은 아직 전이다.,604화 L105448~L105609: 암호화폐 거품 단속을 준비하던 중 북한의 센트리언 핵심표적 해킹을 포착한다,605화의 지급 ‘AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다.’은 DCA-N51C 소유다. 끝 훅 ‘몽골 석탄 증산·비축을 실제 물량으로 만들고 QUAD 압박 속 중국 전력난에 어떻게 활용할 것인가?’은 bridge이고 606화 실제 행동은 다음 Arc가 소유한다.,52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
95,DCA-N51D,606,608,DCA-N51,SPLIT,호주 석탄과 가이아나 방산·유전 순방,"호주 석탄과 가이아나 방산·유전 순방의 약속을 IIT·한국대학 교육, 유전지분·방산·금융 조건의 국가합의가 성립된다.까지 실제 장면으로 결산하는가?",L105762~L105779;L106253~L106270,L105762~L105779;L106253~L106270; predecessor=605화 L105610~L105770: AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다.; next=606화 L105771~L105925: 최재석과 동해 고갈가스전을 LNG 저장고로 전환하고 호주·가이아나 순방을 정한다,605화 L105610~L105770: AI가 해킹을 차단하고 북한 권력변수 검토와 몽골 석탄 증산·비축 지시를 내린다. 실제 비축량·해외 장기계약은 아직 전이다.,606화 L105771~L105925: 최재석과 동해 고갈가스전을 LNG 저장고로 전환하고 호주·가이아나 순방을 정한다,"608화의 지급 ‘IIT·한국대학 교육, 유전지분·방산·금융 조건의 국가합의가 성립된다.’은 DCA-N51D 소유다. 끝 훅 ‘새해 베트남에서 더 큰 에너지 모험을 김태중과 상의해야 할 위험이 남는다.’은 bridge이고 609화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
96,DCA-N51E,609,610,DCA-N51,SPLIT,사이공은행 40조 불법대출·10조 비자금 공개,"사이공은행 40조 불법대출·10조 비자금 공개의 약속을 가이아나 30억 달러 군수계약과 스테이블코인 공개공격 계획, 사이공은행 40조 원 불법대출·10조 원 비자금 보고서, 베트남 정부의 주동자 수습 결정과 김태중의 총리 통로를 얻는다. 현금창고 압수·계좌동결·구속·정유회사 인수는 아직 전이다.까지 실제 장면으로 결산하는가?",L106253~L106270,"L106253~L106270; predecessor=608화 L106111~L106261: IIT·한국대학 교육, 유전지분·방산·금융 조건의 국가합의가 성립된다.; next=609화 L106262~L106419: 김태중과 베트남 사이공은행 미아인의 불법대출·차명망을 의심하고 일주일 안에 정보를 모아 공개할 조사계획을 세운다.","608화 L106111~L106261: IIT·한국대학 교육, 유전지분·방산·금융 조건의 국가합의가 성립된다.",609화 L106262~L106419: 김태중과 베트남 사이공은행 미아인의 불법대출·차명망을 의심하고 일주일 안에 정보를 모아 공개할 조사계획을 세운다.,"610화의 지급 ‘가이아나 30억 달러 군수계약과 스테이블코인 공개공격 계획, 사이공은행 40조 원 불법대출·10조 원 비자금 보고서, 베트남 정부의 주동자 수습 결정과 김태중의 총리 통로를 얻는다. 현금창고 압수·계좌동결·구속·정유회사 인수는 아직 전이다.’은 DCA-N51E 소유다. 끝 훅 ‘베트남 정부가 이번 주 안에 주동자 처리를 실제 집행하고, 김태중이 얻은 현지 고위층 통로를 어떤 다음 역할로 바꿀 것인가?’은 bridge이고 611화 실제 행동은 다음 Arc가 소유한다.",52bbd904efd4483aa999d2062f301ec548ea2cc433bca0565c77d4f1fd418fa2,66f3e7df3123343c14a7134108dc59940511f40372493a549cba8ae709df4b45
