sequence,visible_label,field,source_lines,manager_start_before,pre_rejection_after,stage_after,bidirectional_result,evidence,adjudication
736,736,opened_loops,L127050~L127212,러우 휴전서명·일본은행 손실·뱅크런.,러우 휴전서명; 일본 총선 결과; 하마스 기습 방어,러우 휴전서명; 일본 총선 결과; 하마스 기습 방어,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,action,L127368~L127539,콜로노이를 시작으로 우크라이나 부패재벌을 잡고 곤조·나오토 야당연합의 50석 증가를 만든다,콜로노이 수사를 시작하고 일본 총선 출구조사에서 곤조·나오토 야당연합의 50석 증가와 과반 표시를 확인한다.,콜로노이 수사를 시작하고 일본 총선 출구조사에서 곤조·나오토 야당연합의 50석 증가와 과반 표시를 확인한다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,turn_or_reveal,L127368~L127539,콜로노이가 보호막을 잃는 것과 동시에 일본 개표에서 야당연합이 자민당을 추월한다.,콜로노이가 보호막을 잃는 것과 동시에 일본 출구조사에서 야당연합이 자민당 과반을 무너뜨린다.,콜로노이가 보호막을 잃는 것과 동시에 일본 출구조사에서 야당연합이 자민당 과반을 무너뜨린다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,paid_reward,L127368~L127539,우크라이나 부패재벌 정리가 시작되고 곤조·나오토 연합은 과반의석으로 자민당을 패배시킨다.,우크라이나 부패재벌 수사가 시작되고 일본 총선 출구조사에서 곤조·나오토 연합이 과반으로 표시된다. 최종 개표와 새 내각은 아직 전이다.,우크라이나 부패재벌 수사가 시작되고 일본 총선 출구조사에서 곤조·나오토 연합이 과반으로 표시된다. 최종 개표와 새 내각은 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,state_change,L127368~L127539,태우의 재건사업과 일본 금융지배를 막던 현지 기득권 두 축이 선거와 수사로 제거된다.,"우크라이나 기득권 수사가 시작되고 일본 자민당의 과반은 출구조사상 붕괴하지만, 최종 개표·정권구성은 남는다.","우크라이나 기득권 수사가 시작되고 일본 자민당의 과반은 출구조사상 붕괴하지만, 최종 개표·정권구성은 남는다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,ending_hook,L127368~L127539,우크라이나 부패수사와 일본 야당 과반이 실제 기득권 제거·새 내각·재건사업으로 굳어질 것인가?,출구조사상 야당 과반이 최종 개표와 새 내각으로 굳어지고 우크라이나 부패수사가 자산회수로 이어질 것인가?,출구조사상 야당 과반이 최종 개표와 새 내각으로 굳어지고 우크라이나 부패수사가 자산회수로 이어질 것인가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,closed_loops,L127368~L127539,콜로노이 보호막·자민당 집권.,콜로노이 수사 착수; 출구조사상 자민당 과반 붕괴,콜로노이 수사 착수; 출구조사상 자민당 과반 붕괴,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
738,738,opened_loops,L127368~L127539,우크라이나 부패재벌 수사·자산회수; 일본 야당연합 새 내각; 재건사업,우크라이나 부패재벌 수사·자산회수; 일본 최종 개표·새 내각; 재건사업,우크라이나 부패재벌 수사·자산회수; 일본 최종 개표·새 내각; 재건사업,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,action,L128731~L128901,김태중이 평양 특사로 가 정상회담·5개국회의를 성사시키는 동안 고체배터리를 휴대폰·로봇으로 넓힌다,"김태중이 평양 특사를 마치고 다음 달 남북 정상회담과 중국·러시아·미국이 참여할 5개국 회담 약속을 확보한 동안, 고체배터리의 휴대폰·가전 적용계획을 점검한다.","김태중이 평양 특사를 마치고 다음 달 남북 정상회담과 중국·러시아·미국이 참여할 5개국 회담 약속을 확보한 동안, 고체배터리의 휴대폰·가전 적용계획을 점검한다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,turn_or_reveal,L128731~L128901,김민재가 기대하는 것은 추상적인 평화가 아니라 유럽까지 연결될 실제 운송로라는 목적이 선명해진다.,"김태중이 2박3일 특사 일정으로 남북 정상회담뿐 아니라 5개국 회담 약속까지 받아 왔고, 김민재는 평화보다 유럽 육로의 실익을 본다.","김태중이 2박3일 특사 일정으로 남북 정상회담뿐 아니라 5개국 회담 약속까지 받아 왔고, 김민재는 평화보다 유럽 육로의 실익을 본다.",PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,paid_reward,L128731~L128901,김태중의 평양특사 파견과 5개국 정상회담 구상이 공식 실행선에 오른다.,김태중의 안전한 귀환과 다음 달 남북 정상회담·5개국 회담 약속이 발표된다. 회담 개최와 철도합의는 아직 전이다.,김태중의 안전한 귀환과 다음 달 남북 정상회담·5개국 회담 약속이 발표된다. 회담 개최와 철도합의는 아직 전이다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,state_change,L128731~L128901,가족의 위험한 임무가 한반도 화해를 넘어 태우의 유럽 육로를 완성할 국가협상으로 확대된다.,가족의 위험한 임무가 남북·5개국 회담 약속과 태우의 유럽 육로 가능성으로 진전되지만 실제 회담·철도조건은 남는다.,가족의 위험한 임무가 남북·5개국 회담 약속과 태우의 유럽 육로 가능성으로 진전되지만 실제 회담·철도조건은 남는다.,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,ending_hook,L128731~L128901,김태중의 특사 파견과 다자회담 구상을 실제 정상회담·철도합의·통행보장으로 바꿀 수 있는가?,다음 달 남북 정상회담과 5개국 회담 약속을 실제 철도합의·통행보장으로 바꿀 수 있는가?,다음 달 남북 정상회담과 5개국 회담 약속을 실제 철도합의·통행보장으로 바꿀 수 있는가?,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,closed_loops,L128731~L128901,평양특사 파견·다자회담 준비.,김태중의 평양 특사 귀환; 남북·5개국 회담 약속 확보,김태중의 평양 특사 귀환; 남북·5개국 회담 약속 확보,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
746,746,opened_loops,L128731~L128901,남북·다자 정상회담; 횡단철도 비용·통행보장 합의; 고체배터리 확장,남북·5개국 회담 개최; 횡단철도 비용·통행보장 합의; 고체배터리 확장,남북·5개국 회담 개최; 횡단철도 비용·통행보장 합의; 고체배터리 확장,PASS_BIDIRECTIONAL,현재 화 인물·고유명·수치·행동·계약상태와 다음 화 첫선을 대조,미래 선취와 현재 사실 누락이 없음
